id,city_id,dong_name
721,44,"반송동"
722,44,"반월동"
723,44,"반정동"
724,44,"배양동"
725,44,"병점"
726,44,"봉담"
727,44,"북양동"
728,44,"비봉"
729,44,"서신"
730,44,"석우동"
731,44,"송림동"
732,44,"송산동"
733,44,"송산"
734,44,"수화동"
735,44,"시동"
736,44,"신남동"
737,44,"신외동"
738,44,"안녕동"
739,44,"안석동"
740,44,"양감"
741,44,"온석동"
742,44,"우정읍"
743,44,"원천동"
744,44,"장덕동"
745,44,"장안면"
746,44,"장전동"
747,44,"정남"
748,44,"진안동"
749,44,"팔탄"
750,44,"향남"
751,44,"활초동"
752,44,"황계동"
753,45,"개포동"
754,45,"논현동"
755,45,"대치동"
756,45,"도곡동"
757,45,"삼성동"
758,45,"세곡동"
759,45,"수서동"
760,45,"신사동"
761,45,"압구정동"
762,45,"역삼동"
763,45,"율현동"
764,45,"일원동"
765,45,"자곡동"
766,45,"청담동"
767,45,"포이동"
768,46,"강일동"
769,46,"고덕동"
770,46,"길동"
771,46,"둔촌동"
772,46,"명일동"
773,46,"상일동"
774,46,"성내동"
775,46,"암사동"
776,46,"천호동"
777,46,"하일동"
778,47,"미아동"
779,47,"번동"
780,47,"삼각산동"
781,47,"삼양동"
782,47,"송중동"
783,47,"송천동"
784,47,"수유동"
785,47,"우이동"
786,47,"인수동"
787,48,"가양동"
788,48,"개화동"
789,48,"공항동"
790,48,"과해동"
791,48,"내발산동"
792,48,"등촌동"
793,48,"마곡동"
794,48,"방화동"
795,48,"염창동"
796,48,"오곡동"
797,48,"오쇠동"
798,48,"외발산동"
799,48,"우장산동"
800,48,"화곡동"
801,49,"낙성대동"
802,49,"난곡동"
803,49,"난향동"
804,49,"남현동"
805,49,"대학동"
806,49,"미성동"
807,49,"보라매동"
808,49,"봉천동"
809,49,"삼성동"
810,49,"서림동"
811,49,"서원동"
812,49,"성현동"
813,49,"신림동"
814,49,"신사동"
815,49,"신원동"
816,49,"은천동"
817,49,"인현동"
818,49,"조원동"
819,49,"중앙동"
820,49,"청룡동"
821,49,"청림동"
822,49,"행운동"
823,50,"광장동"
824,50,"구의동"
825,50,"군자동"
826,50,"노유동"
827,50,"능동"
828,50,"모진동"
829,50,"자양동"
830,50,"중곡동"
831,50,"화양동"
832,51,"가리봉동"
833,51,"개봉동"
834,51,"고척동"
835,51,"구로동"
836,51,"궁동"
837,51,"수궁동"
838,51,"신도림동"
839,51,"오류동"
840,51,"온수동"
841,51,"천왕동"
842,51,"항동"
843,52,"가산동"
844,52,"독산동"
845,52,"시흥동"
846,53,"공릉동"
847,53,"상계동"
848,53,"월계동"
849,53,"중계동"
850,53,"하계동"
851,54,"도봉동"
852,54,"방학동"
853,54,"쌍문동"
854,54,"창동"
855,55,"답십리동"
856,55,"신설동"
857,55,"용두동"
858,55,"용신동"
859,55,"이문동"
860,55,"장안동"
861,55,"전농동"
862,55,"제기동"
863,55,"청량리동"
864,55,"회기동"
865,55,"휘경동"
866,56,"노량진동"
867,56,"대방동"
868,56,"동작동"
869,56,"본동"
870,56,"사당동"
871,56,"상도동"
872,56,"신대방동"
873,56,"흑석동"
874,57,"공덕동"
875,57,"구수동"
876,57,"노고산동"
877,57,"당인동"
878,57,"대흥동"
879,57,"도화동"
880,57,"동교동"
881,57,"마포동"
882,57,"망원동"
883,57,"상수동"
884,57,"상암동"
885,57,"서교동"
886,57,"성산동"
887,57,"신공덕동"
888,57,"신수동"
889,57,"신정동"
890,57,"아현동"
891,57,"연남동"
892,57,"염리동"
893,57,"용강동"
894,57,"중동"
895,57,"창전동"
896,57,"토정동"
897,57,"하중동"
898,57,"합정동"
899,57,"현석동"
900,58,"남가좌동"
901,58,"냉천동"
902,58,"대신동"
903,58,"대현동"
904,58,"미근동"
905,58,"봉원동"
906,58,"북가좌동"
907,58,"북아현동"
908,58,"신촌동"
909,58,"연희동"
910,58,"영천동"
911,58,"옥천동"
912,58,"창천동"
913,58,"천연동"
914,58,"충정로동"
915,58,"합동"
916,58,"현저동"
917,58,"홍은동"
918,58,"홍제동"
919,59,"내곡동"
920,59,"반포동"
921,59,"방배동"
922,59,"서초"
923,59,"신원동"
924,59,"양재동"
925,59,"염곡동"
926,59,"우면동"
927,59,"원지동"
928,59,"잠원동"
929,60,"금호동"
930,60,"도선동"
931,60,"마장동"
932,60,"사근동"
933,60,"상왕십리동"
934,60,"성수동"
935,60,"송정동"
936,60,"옥수동"
937,60,"왕십리동"
938,60,"용답동"
939,60,"응봉동"
940,60,"하왕십리동"
941,60,"행당동"
942,60,"홍익동"
943,61,"길음동"
944,61,"돈암동"
945,61,"동선동"
946,61,"동소문동"
947,61,"보문동"
948,61,"삼선동"
949,61,"상월곡동"
950,61,"석관동"
951,61,"성북동"
952,61,"안암동"
953,61,"월곡동"
954,61,"장위동"
955,61,"정릉동"
956,61,"종암동"
957,61,"하월곡동"
958,62,"가락동"
